city,ZipCode,Price,HospitalDistance,Bank/ATM,SchoolDistance,SoldDate,BiddedDate,DistToTown,isfloodedArea,IsTsunmaiAlertedArea,Latitude,Longtitude
Talawatugoda,10116,"1,590,000",0.4,0.7,1.8,,26-Mar,0.5,0,0,6.8759,79.9392
Battaramulla,10120,"4,200,000",0.5,1,0.6,,26-Mar,0.8,0,0,6.898,79.9223
Rajagiriya,10107,"4,700,000",2.1,1.4,1.5,,26-Mar,0.8,0,0,6.9094,79.8943
Kottawa,10240,"675,000",1.2,1,1.4,,26-Mar,2,0,0,6.8412,79.9654
Kahathuduwa,10300,"1,000,000",1.1,1.2,1.3,,26-Mar,0.8,0,0,6.7823,79.9948
Colombo 05,500,"12,850,000",0.4,0.7,0.5,,11-Mar,0.7,0,0,6.8924,79.877
Homagama,10200,"5,922,000",0.5,1.6,0.6,,26-Mar,1.4,0,0,6.8456,80.0036
Dehiwala,10350,"4,500,000",0.4,0.8,0.6,,26-Mar,0.8,0,0,6.8559,79.863
Homagama,10200,"930,000",1.6,1.5,1.7,,26-Mar,1.6,0,0,6.8456,80.0036
Malabe,10115,"1,200,000",2.6,2.2,1.6,,26-Mar,0.6,0,0,6.9061,79.9696
Homagama,10200,"940,000",1.2,1.7,1.3,,26-Mar,1.5,0,0,6.8456,80.0036
Piliyandala,10300,"750,000",1.9,1.2,1.7,,26-Mar,1.9,0,0,6.8018,79.9227
Malabe,10115,"1,200,000 ",2.8,2.6,1.4,,26-Mar,1.3,0,0,6.9061,79.9696
Moratuwa,10400,"2,400,000",0.6,0.8,0.5,,25 Ma,0.5,0,0,6.7879,79.8851
Pannipitiya,10230,"1,350,000",2.6,2,1.6,,26-Mar,1.5,0,0,6.8464,79.9484
Nugegoda,10250,"3,700,000",0.5,0.7,0.6,,12 Ma,0.8,0,0,6.8649,79.8997
Homagama,10200,"425,000",2.2,1.9,2,,26-Mar,2.2,0,0,6.8456,80.0036
Homagama,10200,"1,450,000 ",1.2,1.1,1.1,,26-Mar,0.5,0,0,6.8456,80.0036
Athurugiriya,10150,"916,666",1.4,3.9,0.9,,26-Mar,0.6,0,0,6.8723,80.0004
Mount Lavinia,10370,"4,250,000",0.5,0.6,0.6,,26-Mar,0.4,0,1,6.8305,79.8678
Talawatugoda,10116,"2,750,000",0.3,0.5,1.5,,13-Mar,0.7,0,0,6.8759,79.9392
Malabe,10115,"1,275,000",3,2,2.1,,26-Mar,0.8,0,0,6.9061,79.9696
Malabe,10115,"1,200,000",2.5,2.2,1.8,,26-Mar,0.4,0,0,6.9061,79.9696
Piliyandala,10300,"850,000",2.1,1,2,,26-Mar,2.2,1,0,6.8018,79.9227
Malabe,10115,"1,500,000",2.3,2.7,1.6,,26-Mar,0.6,0,0,6.9061,79.9696
Rajagiriya,10107,"7,500,000",1.2,1.6,0.9,,26-Mar,0.3,0,0,6.9094,79.8943
Dehiwala,10350,"3,800,000",0.8,1,1,,26-Mar,0.8,0,0,6.8559,79.863
Boralesgamuwa,10290,"7,142,857",0.8,1.2,0.7,,26-Mar,0.6,0,0,6.841,79.9017
Dehiwala,10350,"1,197,500",1.7,1.5,1.5,,26-Mar,3.5,0,0,6.8559,79.863
Colombo 08,800,"10,000,000",0.4,0.8,0.6,,26-Mar,0.5,0,0,6.9722,79.876
Battaramulla,10120,"2,000,002",0.9,1.2,0.8,,26-Mar,1.4,0,0,6.898,79.9223
Kottawa,10240,"2,100,000",0.6,0.8,0.8,,26-Mar,1,0,0,6.8412,79.9654
Homagama,10200,"1,200,000",1,1.1,1.2,,26-Mar,1,0,0,6.8456,80.0036
