city,ZipCode,Price,HospitalDistance,Bank/ATM,SchoolDistance,SoldDate,BiddedDate,DistToTown,isfloodedArea,IsTsunmaiAlertedArea,Latitude,Longtitude
Moratuwa,10400,37635981.79,1.9677,2.12,2.07,1/30/2014,1/19/2018,2.04,0,0,6.799072,79.876678
Moratuwa,10400,37603846.44,1.9684,2.12,2.07,1/27/2014,10/9/2014,2.04,1,0,6.799072,79.876678
Moratuwa,10400,37585553.52,1.9722,2.13,2.07,1/22/2014,8/5/2014,2.04,1,0,6.799072,79.876678
Moratuwa,10400,37450240.88,1.9763,2.13,2.08,1/21/2014,4/23/2018,2.05,1,0,6.799072,79.876678
Moratuwa,10400,37410780.96,1.9765,2.13,2.08,1/17/2014,2/27/2015,2.05,0,0,6.799072,79.876678
Moratuwa,10400,37376472.46,1.9783,2.14,2.08,1/15/2014,1/25/2015,2.05,0,0,6.799072,79.876678
Moratuwa,10400,37330410.18,1.981,2.14,2.1,1/8/2014,5/29/2014,2.05,0,0,6.799072,79.876678
Moratuwa,10400,36870539.98,1.9816,2.14,2.1,1/7/2014,,2.05,0,0,6.799072,79.876678
Moratuwa,10400,36671020.12,1.9818,2.14,2.11,1/5/2014,10/30/2016,2.05,1,0,6.799072,79.876678
Moratuwa,10400,36501947.81,1.9828,2.14,2.11,1/1/2014,4/10/2013,2.06,0,0,6.799072,79.876678
colombo-07,700,36258096.78,1.9836,2.14,2.12,12/29/2013,8/7/2017,2.08,0,0,6.906667,79.863333
colombo-07,700,36226987.61,1.9866,2.15,2.12,12/21/2013,7/26/2012,2.08,1,0,6.906667,79.863333
colombo-07,700,36200924,1.993,2.15,2.12,12/19/2013,7/15/2013,2.09,0,0,6.906667,79.863333
colombo-07,700,35978014.47,1.9981,2.15,2.13,12/19/2013,,2.09,1,0,6.906667,79.863333
colombo-07,700,35904879.19,1.9985,2.15,2.14,12/18/2013,4/8/2012,2.09,0,0,6.906667,79.863333
colombo-07,700,35777831.84,1.9987,2.15,2.14,12/17/2013,10/27/2017,2.09,0,0,6.906667,79.863333
colombo-07,700,35516192.23,2.0025,2.15,2.14,12/13/2013,,2.09,0,0,6.906667,79.863333
colombo-07,700,35461172.13,2.0068,2.15,2.15,12/13/2013,7/19/2013,2.1,1,0,6.906667,79.863333
colombo-07,700,35423952.34,2.0082,2.16,2.15,12/12/2013,5/1/2013,2.1,1,0,6.906667,79.863333
colombo-07,700,35408484.79,2.0103,2.16,2.15,12/11/2013,1/26/2016,2.11,0,0,6.906667,79.863333
colombo-07,700,35342370.06,2.0131,2.16,2.15,12/8/2013,4/23/2018,2.11,0,0,6.906667,79.863333
colombo-07,700,35295057.08,2.0168,2.17,2.15,12/5/2013,6/5/2015,2.11,0,0,6.906667,79.863333
colombo-07,700,35163405.42,2.0266,2.17,2.16,12/5/2013,1/15/2016,2.12,0,0,6.906667,79.863333
colombo-07,700,35161983.27,2.0369,2.18,2.16,12/5/2013,3/3/2013,2.12,1,0,6.906667,79.863333
colombo-07,700,35142756.97,2.0387,2.18,2.16,12/4/2013,,2.12,0,0,6.906667,79.863333
colombo-07,700,35112981.44,2.0412,2.19,2.16,11/29/2013,4/1/2014,2.13,1,0,6.906667,79.863333
colombo-07,700,34906445.51,2.0468,2.19,2.16,11/25/2013,2/6/2013,2.13,0,0,6.906667,79.863333
colombo-07,700,34662411.31,2.0475,2.19,2.16,11/24/2013,3/5/2013,2.13,1,0,6.906667,79.863333
colombo-07,700,34635455.71,2.051,2.19,2.17,11/22/2013,3/11/2012,2.14,1,0,6.906667,79.863333
Kollupitiya,300,34447267.95,2.0524,2.2,2.17,11/21/2013,1/25/2015,2.14,0,0,6.900556,79.853333
Kollupitiya,300,34384758.62,2.0563,2.21,2.17,11/20/2013,12/17/2015,2.14,0,0,6.900556,79.853333
Kollupitiya,300,34356321.18,2.0581,2.21,2.18,11/18/2013,5/14/2014,2.16,0,0,6.900556,79.853333
Kollupitiya,300,34294650.01,2.0581,2.21,2.18,11/17/2013,2/7/2018,2.16,1,0,6.900556,79.853333
Kollupitiya,300,34168380.48,2.0617,2.21,2.19,11/16/2013,10/20/2013,2.16,1,0,6.900556,79.853333
Kollupitiya,300,33918067.86,2.0672,2.22,2.19,11/15/2013,,2.16,1,0,6.900556,79.853333
Kollupitiya,300,33820263.32,2.0696,2.22,2.19,11/15/2013,6/20/2014,2.16,0,0,6.900556,79.853333
Kollupitiya,300,33811044.38,2.0709,2.22,2.19,11/14/2013,,2.17,0,0,6.900556,79.853333
Kollupitiya,300,33660645.41,2.0768,2.22,2.2,11/12/2013,8/4/2012,2.17,0,0,6.900556,79.853333
Kollupitiya,300,33499910.55,2.0785,2.22,2.21,11/9/2013,,2.17,0,0,6.900556,79.853333
Kollupitiya,300,33483620.36,2.0786,2.23,2.21,11/8/2013,12/6/2017,2.17,0,0,6.900556,79.853333
Kollupitiya,300,33451611.42,2.0818,2.24,2.22,11/7/2013,9/25/2017,2.17,0,0,6.900556,79.853333
Kollupitiya,300,33434507.04,2.0853,2.24,2.23,11/6/2013,6/6/2016,2.18,0,0,6.900556,79.853333
Kollupitiya,300,33402470.24,2.0864,2.24,2.23,11/6/2013,7/5/2015,2.18,0,0,6.900556,79.853333
Bambalapittiya,400,33359243.95,2.0913,2.24,2.23,11/4/2013,7/10/2016,2.18,1,0,6.888889,79.856667
Bambalapittiya,400,33256306.86,2.0927,2.24,2.23,10/29/2013,7/22/2014,2.18,1,0,6.888889,79.856667
Bambalapittiya,400,33171287.29,2.0934,2.24,2.23,10/26/2013,9/6/2015,2.18,0,0,6.888889,79.856667
Bambalapittiya,400,33158333,2.0957,2.25,2.23,10/26/2013,2/19/2014,2.18,1,0,6.888889,79.856667
Bambalapittiya,400,33113114.19,2.0964,2.25,2.23,10/24/2013,12/23/2015,2.19,0,0,6.888889,79.856667
Bambalapittiya,400,33100443.62,2.1175,2.25,2.23,10/17/2013,,2.19,0,0,6.888889,79.856667
Bambalapittiya,400,32874812.89,2.1195,2.25,2.24,10/15/2013,8/29/2014,2.19,1,0,6.888889,79.856667
Bambalapittiya,400,32812499.8,2.1275,2.25,2.24,10/14/2013,10/6/2014,2.2,0,0,6.888889,79.856667
Bambalapittiya,400,32805089.91,2.1355,2.26,2.24,10/13/2013,7/25/2015,2.2,0,0,6.888889,79.856667
Bambalapittiya,400,32513555.72,2.1376,2.27,2.25,10/12/2013,3/24/2018,2.2,1,0,6.888889,79.856667
Bambalapittiya,400,32476924.35,2.139,2.28,2.25,10/9/2013,1/17/2017,2.2,0,0,6.888889,79.856667
Bambalapittiya,400,32386348.99,2.1479,2.28,2.26,10/9/2013,6/12/2012,2.2,0,0,6.888889,79.856667
Bambalapittiya,400,32364207.51,2.1494,2.28,2.26,10/5/2013,3/8/2018,2.21,0,0,6.888889,79.856667
Bambalapittiya,400,32218723.24,2.1504,2.28,2.26,10/3/2013,4/13/2015,2.21,1,0,6.888889,79.856667
Bambalapittiya,400,32120135.17,2.1513,2.28,2.26,10/2/2013,7/12/2016,2.21,1,0,6.888889,79.856667
Bambalapittiya,400,31652385.25,2.1515,2.28,2.26,10/1/2013,10/14/2014,2.21,0,0,6.888889,79.856667
Bambalapittiya,400,31487728.13,2.1527,2.28,2.27,9/30/2013,2/29/2012,2.22,0,0,6.888889,79.856667
Bambalapittiya,400,31411109.1,2.1531,2.29,2.27,9/28/2013,,2.23,1,0,6.888889,79.856667
Bambalapittiya,400,31362731.16,2.1536,2.29,2.28,9/22/2013,3/1/2015,2.23,1,0,6.888889,79.856667
Bambalapittiya,400,31285962.73,2.1577,2.29,2.28,9/21/2013,10/22/2012,2.24,1,0,6.888889,79.856667
Bambalapittiya,400,31233269.05,2.1626,2.29,2.28,9/20/2013,1/29/2015,2.25,1,0,6.888889,79.856667
Bambalapittiya,400,31220497.51,2.1641,2.3,2.29,9/16/2013,10/13/2014,2.25,1,0,6.888889,79.856667
Bambalapittiya,400,31014757.88,2.1657,2.3,2.29,9/16/2013,4/7/2017,2.25,1,0,6.888889,79.856667
Bambalapittiya,400,30981179.11,2.1689,2.31,2.29,9/14/2013,7/13/2012,2.25,0,0,6.888889,79.856667
Bambalapittiya,400,30758914.68,2.1691,2.31,2.29,9/13/2013,1/12/2013,2.25,0,0,6.888889,79.856667
Bambalapittiya,400,30728470.38,2.1696,2.31,2.29,9/12/2013,9/7/2012,2.25,1,0,6.888889,79.856667
Bambalapittiya,400,30591142.34,2.1718,2.32,2.29,9/10/2013,1/29/2016,2.25,1,0,6.888889,79.856667
Bambalapittiya,400,30561129.88,2.1772,2.33,2.31,9/8/2013,7/27/2012,2.25,0,0,6.888889,79.856667
Bambalapittiya,400,30550086.28,2.1962,2.33,2.31,9/6/2013,3/31/2012,2.25,0,0,6.888889,79.856667
Bambalapittiya,400,30535236.11,2.1972,2.33,2.31,9/5/2013,10/14/2015,2.26,1,0,6.888889,79.856667
Havelock Town,500,30534401.73,2.1972,2.33,2.31,9/2/2013,9/18/2014,2.26,0,0,6.879444,79.865278
Havelock Town,500,30437715.02,2.1978,2.34,2.31,9/2/2013,6/28/2012,2.26,1,0,6.879444,79.865278
Havelock Town,500,30410409.07,2.2006,2.35,2.31,8/31/2013,4/11/2015,2.26,0,0,6.879444,79.865278
Havelock Town,500,30361106.31,2.2055,2.35,2.31,8/26/2013,10/9/2016,2.26,1,0,6.879444,79.865278
Havelock Town,500,30348229.45,2.2064,2.36,2.31,8/24/2013,4/9/2018,2.26,0,0,6.879444,79.865278
Havelock Town,500,30328006.73,2.2091,2.36,2.31,8/24/2013,3/18/2014,2.27,1,0,6.879444,79.865278
Havelock Town,500,30142809.84,2.2107,2.36,2.32,8/18/2013,6/5/2017,2.27,0,0,6.879444,79.865278
Havelock Town,500,30107725.05,2.2122,2.36,2.32,8/18/2013,8/21/2013,2.27,1,0,6.879444,79.865278
Havelock Town,500,30105321.7,2.2155,2.37,2.33,8/15/2013,,2.28,1,0,6.879444,79.865278
Havelock Town,500,30023852.33,2.2212,2.37,2.33,8/14/2013,1/5/2014,2.28,0,0,6.879444,79.865278
Havelock Town,500,29973136.95,2.2215,2.37,2.33,8/13/2013,8/18/2017,2.29,1,0,6.879444,79.865278
Havelock Town,500,29836469.17,2.2245,2.37,2.34,8/11/2013,,2.29,1,0,6.879444,79.865278
Havelock Town,500,29800631.76,2.2255,2.37,2.34,8/8/2013,9/8/2017,2.29,1,0,6.879444,79.865278
Havelock Town,500,29787287.52,2.2266,2.38,2.34,8/7/2013,6/8/2016,2.3,1,0,6.879444,79.865278
Havelock Town,500,29654877.69,2.2272,2.38,2.34,8/5/2013,9/5/2016,2.3,0,0,6.879444,79.865278
Havelock Town,500,29514937.29,2.2338,2.38,2.34,7/31/2013,12/28/2014,2.3,0,0,6.879444,79.865278
Havelock Town,500,29411936.47,2.2343,2.38,2.35,7/30/2013,12/15/2013,2.3,1,0,6.879444,79.865278
Havelock Town,500,29277034.57,2.2382,2.38,2.35,7/28/2013,10/21/2017,2.3,1,0,6.879444,79.865278
Havelock Town,500,29270210.08,2.2393,2.39,2.35,7/26/2013,,2.31,1,0,6.879444,79.865278
Havelock Town,500,29074215.58,2.243,2.39,2.36,7/23/2013,,2.31,0,0,6.879444,79.865278
Havelock Town,500,28974001.63,2.247,2.4,2.37,7/21/2013,4/10/2017,2.31,0,0,6.879444,79.865278
wellawatha,600,28954145.14,2.2491,2.4,2.37,7/19/2013,11/9/2015,2.32,1,0,6.874657,79.860483
wellawatha,600,28920125.79,2.2504,2.4,2.37,7/17/2013,11/20/2017,2.32,0,0,6.874657,79.860483
wellawatha,600,28698759.67,2.2562,2.4,2.38,7/15/2013,11/22/2017,2.32,1,0,6.874657,79.860483
wellawatha,600,28675606.25,2.2562,2.41,2.38,7/14/2013,9/6/2012,2.33,0,0,6.874657,79.860483
wellawatha,600,28666602.43,2.2593,2.41,2.38,7/13/2013,9/22/2015,2.33,1,0,6.874657,79.860483
wellawatha,600,28504448,2.2662,2.42,2.39,7/13/2013,4/26/2012,2.33,0,0,6.874657,79.860483
wellawatha,600,28358065.05,2.2669,2.42,2.39,7/11/2013,9/6/2017,2.34,0,0,6.874657,79.860483
wellawatha,600,28356698.62,2.268,2.42,2.39,7/9/2013,4/17/2012,2.34,1,0,6.874657,79.860483
wellawatha,600,28349524.03,2.2705,2.43,2.39,7/9/2013,9/20/2015,2.34,0,0,6.874657,79.860483
wellawatha,600,28320551.12,2.2727,2.43,2.39,7/6/2013,11/20/2015,2.35,1,0,6.874657,79.860483
wellawatha,600,28310509.27,2.2733,2.43,2.39,7/4/2013,6/5/2016,2.36,1,0,6.874657,79.860483
wellawatha,600,28236854.09,2.2735,2.43,2.4,7/3/2013,5/15/2013,2.36,0,0,6.874657,79.860483
wellawatha,600,28121894.91,2.2736,2.43,2.4,7/2/2013,5/29/2014,2.36,0,0,6.874657,79.860483
wellawatha,600,27958590.45,2.2758,2.43,2.4,7/2/2013,5/1/2012,2.36,1,0,6.874657,79.860483
wellawatha,600,27836926.6,2.2787,2.44,2.4,6/26/2013,10/15/2015,2.36,0,0,6.874657,79.860483
wellawatha,600,27725820.73,2.2799,2.44,2.41,6/26/2013,7/21/2014,2.36,0,0,6.874657,79.860483
wellawatha,600,27724100.1,2.281,2.45,2.41,6/26/2013,2/10/2015,2.37,0,0,6.874657,79.860483
wellawatha,600,27678150.14,2.2831,2.45,2.42,6/25/2013,2/16/2013,2.39,1,0,6.874657,79.860483
wellawatha,600,27527690.24,2.2843,2.45,2.42,6/17/2013,1/16/2016,2.39,0,0,6.874657,79.860483
wellawatha,600,27188900.25,2.286,2.45,2.43,6/15/2013,2/25/2012,2.39,1,0,6.874657,79.860483
wellawatha,600,27113826.76,2.2861,2.45,2.43,6/12/2013,3/7/2013,2.39,0,0,6.874657,79.860483
Dehiwala,1350,27097294.78,2.2862,2.46,2.44,6/10/2013,11/28/2014,2.39,1,0,6.873056,6.873056
Dehiwala,10350,27033283.6,2.2882,2.46,2.44,6/7/2013,7/12/2014,2.39,0,0,6.873056,6.873056
Dehiwala,10350,26997373.37,2.2933,2.46,2.45,6/5/2013,5/31/2017,2.4,1,0,6.873056,6.873056
Dehiwala,10350,26863186.85,2.2978,2.47,2.45,6/2/2013,5/14/2016,2.4,0,0,6.873056,6.873056
Dehiwala,10350,26833689.39,2.2982,2.47,2.45,5/31/2013,9/17/2014,2.41,0,0,6.873056,6.873056
Dehiwala,10350,26772229.48,2.3042,2.47,2.46,5/30/2013,,2.41,0,0,6.873056,6.873056
Dehiwala,10350,26729588.03,2.3053,2.47,2.47,5/29/2013,6/18/2014,2.41,0,0,6.873056,6.873056
Dehiwala,10350,26695230.91,2.315,2.47,2.47,5/29/2013,5/27/2013,2.41,0,0,6.873056,6.873056
Dehiwala,10350,26647022.04,2.3245,2.47,2.47,5/28/2013,2/13/2017,2.41,1,0,6.873056,6.873056
Dehiwala,10350,26599681.28,2.3348,2.48,2.47,5/25/2013,7/3/2013,2.41,1,0,6.873056,6.873056
Dehiwala,10350,26581207.85,2.3388,2.48,2.48,5/24/2013,3/20/2016,2.41,1,0,6.873056,6.873056
Dehiwala,10350,26472592.94,2.3398,2.48,2.48,5/24/2013,1/24/2015,2.41,0,0,6.873056,6.873056
Dehiwala,10350,26409761.27,2.3409,2.48,2.48,5/23/2013,4/3/2015,2.42,0,0,6.873056,6.873056
Dehiwala,10350,26325233.81,2.3479,2.49,2.48,5/22/2013,11/27/2013,2.42,1,0,6.873056,6.873056
Dehiwala,10350,26294437.21,2.3517,2.49,2.48,5/22/2013,7/28/2014,2.42,1,0,6.873056,6.873056
Dehiwala,10350,26175093.04,2.3518,2.49,2.49,5/22/2013,10/10/2015,2.42,1,0,6.873056,6.873056
Dehiwala,10350,26159127.31,2.3539,2.5,2.49,5/16/2013,3/5/2016,2.42,0,0,6.873056,6.873056
Mountin Lavania,10370,26121677.71,2.354,2.5,2.49,5/16/2013,,2.42,0,0,6.873056,79.875833
Mountin Lavania,10370,26072991.06,2.3543,2.5,2.49,5/13/2013,,2.42,1,0,6.873056,79.875833
Mountin Lavania,10370,25916014.76,2.3577,2.51,2.49,5/10/2013,8/1/2015,2.42,1,0,6.873056,79.875833
Mountin Lavania,10370,25780771.13,2.3599,2.51,2.5,5/5/2013,4/11/2014,2.43,1,0,6.873056,79.875833
Mountin Lavania,10370,25636848.82,2.3607,2.51,2.5,4/30/2013,6/5/2016,2.44,1,0,6.873056,79.875833
Mountin Lavania,10370,25636341,2.3625,2.52,2.5,4/27/2013,1/2/2015,2.44,1,0,6.873056,79.875833
Mountin Lavania,10370,25593478.33,2.378,2.52,2.51,4/26/2013,5/31/2013,2.45,1,0,6.873056,79.875833
Mountin Lavania,10370,25561749.48,2.3857,2.52,2.51,4/19/2013,10/5/2017,2.45,1,0,6.873056,79.875833
Mountin Lavania,10370,25532153.85,2.3859,2.53,2.51,4/17/2013,8/14/2015,2.45,0,0,6.873056,79.875833
Mountin Lavania,10370,25482646.94,2.3863,2.53,2.51,4/12/2013,10/29/2014,2.46,0,0,6.873056,79.875833
Mountin Lavania,10370,25434998.74,2.3887,2.54,2.51,4/10/2013,10/6/2014,2.46,0,0,6.873056,79.875833
Mountin Lavania,10370,25346855.86,2.391,2.55,2.51,4/7/2013,12/6/2016,2.46,1,0,6.873056,79.875833
Mountin Lavania,10370,25318532.94,2.408,2.55,2.52,4/6/2013,,2.47,0,0,6.873056,79.875833
Mountin Lavania,10370,25160471.74,2.4092,2.55,2.52,4/5/2013,8/28/2015,2.47,0,0,6.873056,79.875833
Mountin Lavania,10370,25052589.89,2.411,2.55,2.53,4/1/2013,8/28/2014,2.47,0,0,6.873056,79.875833
Mountin Lavania,10370,25033770.28,2.4149,2.55,2.53,3/30/2013,4/6/2013,2.47,1,0,6.873056,79.875833
Mountin Lavania,10370,24997824.82,2.4169,2.56,2.55,3/30/2013,3/2/2014,2.47,0,0,6.873056,79.875833
Ratmalana,10390,24985931.6,2.419,2.56,2.55,3/29/2013,7/20/2015,2.48,0,0,6.821944,79.886111
Ratmalana,10390,24941619.92,2.4215,2.56,2.55,3/28/2013,10/17/2013,2.48,1,0,6.821944,79.886111
Ratmalana,10390,24676491.23,2.4266,2.56,2.55,3/27/2013,7/27/2017,2.48,0,0,6.821944,79.886111
Ratmalana,10390,24469302.04,2.4296,2.56,2.56,3/26/2013,12/5/2016,2.49,0,0,6.821944,79.886111
Ratmalana,10390,24381280.87,2.4314,2.57,2.56,3/25/2013,2/21/2015,2.49,1,0,6.821944,79.886111
Ratmalana,10390,24366258.16,2.4394,2.58,2.56,3/22/2013,12/23/2012,2.5,0,0,6.821944,79.886111
Ratmalana,10390,24359019.72,2.4399,2.58,2.56,3/22/2013,11/22/2012,2.5,0,0,6.821944,79.886111
Ratmalana,10390,24332643.01,2.4417,2.59,2.56,3/22/2013,12/27/2013,2.5,1,0,6.821944,79.886111
Ratmalana,10390,24268918.08,2.4435,2.6,2.56,3/22/2013,6/25/2015,2.5,1,0,6.821944,79.886111
Ratmalana,10390,24145456.45,2.448,2.6,2.56,3/10/2013,,2.5,1,0,6.821944,79.886111
Ratmalana,10390,24073907.49,2.4556,2.6,2.57,3/9/2013,6/21/2012,2.51,0,0,6.821944,79.886111
Ratmalana,10390,24003309.85,2.4561,2.61,2.57,3/7/2013,1/19/2018,2.51,1,0,6.821944,79.886111
Ratmalana,10390,23948383.76,2.4611,2.61,2.58,3/4/2013,3/22/2015,2.51,0,0,6.821944,79.886111
Ratmalana,10390,23907476.59,2.4624,2.62,2.58,3/1/2013,5/10/2014,2.51,1,0,6.821944,79.886111
Ratmalana,10390,23906510.09,2.4658,2.62,2.58,3/1/2013,5/31/2012,2.52,1,0,6.821944,79.886111
Ratmalana,10390,23764928.45,2.4701,2.62,2.59,2/27/2013,8/29/2015,2.52,0,0,6.821944,79.886111
Ratmalana,10390,23664458.25,2.4715,2.62,2.59,2/27/2013,10/20/2014,2.52,0,0,6.821944,79.886111
Ratmalana,10390,23633291.18,2.4736,2.63,2.59,2/23/2013,4/18/2018,2.52,0,0,6.821944,79.886111
Ratmalana,10390,23527148.64,2.4753,2.64,2.59,2/23/2013,3/1/2015,2.52,1,0,6.821944,79.886111
Ratmalana,10390,23356118.84,2.4776,2.64,2.6,2/22/2013,5/11/2012,2.53,1,0,6.821944,79.886111
Ratmalana,10390,23346210.34,2.481,2.65,2.6,2/20/2013,9/15/2014,2.53,1,0,6.821944,79.886111
Ratmalana,10390,23168899.31,2.4854,2.66,2.6,2/16/2013,,2.53,0,0,6.821944,79.886111
Ratmalana,10390,23163551.74,2.4857,2.66,2.6,2/12/2013,,2.53,0,0,6.821944,79.886111
Ratmalana,10390,23121664.88,2.4871,2.66,2.6,2/9/2013,10/11/2017,2.54,0,0,6.821944,79.886111
Ratmalana,10390,23087299.31,2.489,2.66,2.6,2/4/2013,4/17/2014,2.54,1,0,6.821944,79.886111
Ratmalana,10390,23076386.29,2.491,2.66,2.61,2/1/2013,4/25/2015,2.55,0,0,6.821944,79.886111
Ratmalana,10390,23052086.36,2.4948,2.66,2.61,2/1/2013,8/12/2015,2.55,0,0,6.821944,79.886111
Moratuwa,10400,23024319.68,2.495,2.66,2.61,1/21/2013,2/7/2018,2.56,0,0,6.799072,79.876678
Moratuwa,10400,23017125.82,2.4965,2.66,2.61,1/21/2013,8/31/2012,2.56,0,0,6.799072,79.876678
Moratuwa,10400,23009036.86,2.4978,2.67,2.62,1/16/2013,9/4/2017,2.56,0,0,6.799072,79.876678
Moratuwa,10400,22761973.17,2.4986,2.68,2.62,1/14/2013,5/19/2016,2.56,1,0,6.799072,79.876678
Moratuwa,10400,22714781.47,2.5024,2.68,2.62,1/12/2013,6/3/2013,2.56,0,0,6.799072,79.876678
Moratuwa,10400,22681688.76,2.5061,2.69,2.63,1/12/2013,11/26/2017,2.57,0,0,6.799072,79.876678
Moratuwa,10400,22646604.04,2.5069,2.69,2.63,1/9/2013,1/6/2018,2.57,0,0,6.799072,79.876678
Moratuwa,10400,22617083.46,2.507,2.7,2.63,1/8/2013,1/20/2015,2.57,1,0,6.799072,79.876678
Moratuwa,10400,22564778.99,2.5082,2.7,2.64,1/8/2013,2/15/2012,2.58,1,0,6.799072,79.876678
Moratuwa,10400,22543071.17,2.5088,2.71,2.64,1/7/2013,,2.58,0,0,6.799072,79.876678
Moratuwa,10400,22531727.72,2.5103,2.71,2.64,1/6/2013,6/15/2016,2.58,0,0,6.799072,79.876678
Moratuwa,10400,22485671.33,2.5126,2.72,2.65,1/6/2013,12/14/2015,2.59,1,0,6.799072,79.876678
Moratuwa,10400,22481985.23,2.5142,2.72,2.66,1/6/2013,2/16/2017,2.59,0,0,6.799072,79.876678
Moratuwa,10400,22359169.05,2.5184,2.72,2.66,1/5/2013,4/21/2012,2.59,0,0,6.799072,79.876678
Moratuwa,10400,22356781.98,2.5209,2.72,2.67,1/3/2013,7/19/2015,2.59,0,0,6.799072,79.876678
Moratuwa,10400,22197120.03,2.5226,2.73,2.67,1/2/2013,8/13/2014,2.59,0,0,6.799072,79.876678
Moratuwa,10400,22154501.34,2.5247,2.73,2.67,1/2/2013,,2.59,0,0,6.799072,79.876678
Moratuwa,10400,22113712.46,2.5335,2.73,2.68,1/1/2013,11/26/2014,2.59,0,0,6.799072,79.876678
colombo-07,700,22104267.56,2.5357,2.73,2.69,12/31/2012,4/23/2017,2.6,0,0,6.906667,79.863333
colombo-07,700,22074206.22,2.5401,2.73,2.69,12/31/2012,,2.61,0,0,6.906667,79.863333
colombo-07,700,21771271.97,2.5405,2.73,2.69,12/29/2012,,2.61,0,0,6.906667,79.863333
colombo-07,700,21726726.4,2.5409,2.74,2.7,12/29/2012,4/13/2012,2.61,0,0,6.906667,79.863333
colombo-07,700,21640008.95,2.5411,2.74,2.7,12/26/2012,3/12/2016,2.61,1,0,6.906667,79.863333
colombo-07,700,21545695.52,2.5414,2.74,2.7,12/26/2012,7/7/2016,2.61,1,0,6.906667,79.863333
colombo-07,700,21538416.27,2.5426,2.75,2.71,12/24/2012,6/12/2014,2.61,1,0,6.906667,79.863333
colombo-07,700,21495203.35,2.5477,2.75,2.72,12/19/2012,12/21/2017,2.62,1,0,6.906667,79.863333
colombo-07,700,21488957.24,2.5524,2.75,2.72,12/17/2012,6/23/2012,2.62,1,0,6.906667,79.863333
colombo-07,700,21454778.71,2.5586,2.75,2.73,12/17/2012,11/8/2017,2.62,1,0,6.906667,79.863333
colombo-07,700,21408890.63,2.5591,2.76,2.73,12/16/2012,12/15/2014,2.62,0,0,6.906667,79.863333
colombo-07,700,21348229.45,2.56,2.76,2.74,12/13/2012,12/20/2017,2.63,0,0,6.906667,79.863333
colombo-07,700,21317796.7,2.5642,2.76,2.74,12/10/2012,10/19/2017,2.63,1,0,6.906667,79.863333
colombo-07,700,21186009.32,2.566,2.77,2.74,12/8/2012,7/15/2014,2.63,1,0,6.906667,79.863333
colombo-07,700,21131672.94,2.5673,2.77,2.74,12/5/2012,2/17/2017,2.63,1,0,6.906667,79.863333
colombo-07,700,21100313.56,2.5761,2.78,2.75,11/29/2012,2/2/2016,2.63,0,0,6.906667,79.863333
colombo-07,700,21096131.56,2.5811,2.78,2.75,11/27/2012,1/12/2013,2.64,0,0,6.906667,79.863333
colombo-07,700,21062256.99,2.5819,2.78,2.76,11/27/2012,4/17/2018,2.64,0,0,6.906667,79.863333
colombo-07,700,20792769.49,2.5835,2.78,2.76,11/17/2012,12/11/2017,2.64,0,0,6.906667,79.863333
colombo-07,700,20736160.2,2.5887,2.79,2.76,11/10/2012,8/21/2015,2.64,1,0,6.906667,79.863333
colombo-07,700,20730253.63,2.595,2.79,2.76,11/10/2012,8/9/2017,2.65,1,0,6.906667,79.863333
colombo-07,700,20671013.28,2.5951,2.79,2.76,11/6/2012,,2.66,0,0,6.906667,79.863333
Kollupitiya,300,20602394.43,2.5979,2.8,2.76,11/2/2012,,2.66,0,0,6.900556,79.853333
Kollupitiya,300,20601890.39,2.6035,2.8,2.76,11/2/2012,6/5/2013,2.66,1,0,6.900556,79.853333
Kollupitiya,300,20588765.88,2.6057,2.8,2.76,11/1/2012,2/25/2013,2.66,0,0,6.900556,79.853333
Kollupitiya,300,20481547.55,2.607,2.8,2.77,10/30/2012,,2.67,1,0,6.900556,79.853333
Kollupitiya,300,20382612.62,2.6084,2.8,2.77,10/28/2012,7/23/2016,2.67,1,0,6.900556,79.853333
Kollupitiya,300,20315794.23,2.6096,2.81,2.78,10/27/2012,,2.67,0,0,6.900556,79.853333
Kollupitiya,300,20118415.77,2.6129,2.82,2.78,10/27/2012,1/16/2016,2.67,0,0,6.900556,79.853333
Kollupitiya,300,20083992.73,2.6171,2.82,2.78,10/27/2012,5/10/2012,2.67,0,0,6.900556,79.853333
Kollupitiya,300,19958448.65,2.6178,2.82,2.79,10/26/2012,12/15/2015,2.67,0,0,6.900556,79.853333
Kollupitiya,300,19810932.33,2.6189,2.82,2.79,10/25/2012,6/1/2015,2.67,0,0,6.900556,79.853333
Kollupitiya,300,19723165.89,2.6191,2.82,2.79,10/25/2012,9/24/2015,2.67,1,0,6.900556,79.853333
Kollupitiya,300,19682082.55,2.6222,2.83,2.79,10/24/2012,5/18/2016,2.68,0,0,6.900556,79.853333
Kollupitiya,300,19657807.5,2.6225,2.84,2.79,10/20/2012,4/29/2015,2.68,0,0,6.900556,79.853333
Kollupitiya,300,19512170.59,2.6233,2.84,2.8,10/19/2012,6/1/2017,2.68,1,0,6.900556,79.853333
Kollupitiya,300,19438764.68,2.625,2.84,2.8,10/17/2012,8/30/2013,2.68,1,0,6.900556,79.853333
Kollupitiya,300,19424614.11,2.6382,2.84,2.81,10/17/2012,10/6/2012,2.69,0,0,6.900556,79.853333
